productId;languageId;syncId;productName;productListerDescription;productShortDescription;productLongDescription
P100129;nl;1743;;Betina btm met print - Onze bodems met de grootste dekking\, de Betina past het hoogst over de heupen met een iets uitgesneden\, gevoerde voorkant;Betina btm met print - Onze bodems met de grootste dekking\, de Betina past het hoogst over de heupen met een iets uitgesneden\, gevoerde voorkant; Gemaakt van een mix van 82% nylon / 18% spandex. <br> <br> <b>Details :</b> <ul> <li> Volledige dekking onderaan </li> <li> Past het hoogst over heupen\, volledig dekking voor en achter </li> <li> Regelmatige stijging </li> <li> Verbeterde stof </li> </ul> <br> <br> <b> Stof: </b> 5\,6 oz 82% nylon / 18% spandex <br> <br> <b> Gewicht: </b> (49 g 1\,7 oz) <br> <br> Gemaakt in de VS.
P100129;fr;1743;;Betina btm à bandes imprimées - Notre bas couvrant le plus complet\, le Betina s'adapte le plus haut sur les hanches avec un devant légèrement échancré et doublé;Betina btm à bandes imprimées - Notre bas couvrant le plus complet\, le Betina s'adapte le plus haut sur les hanches avec un devant légèrement échancré et doublé; Fabriqué à partir d'un mélange de 82% nylon / 18% élasthanne. <br> <br> <b>Détails:</b> <ul> <li> Bas couvrant le plus complet </li> <li> S'adapte le plus haut sur les hanches\, plein couverture avant et arrière </li> <li> Taille régulière </li> <li> Tissu amélioré </li> </ul> <br> <br> <b> Tissu: </b> 5\,6 oz 82% nylon / 18% élasthanne <br> <br> <b> Poids: </b> (49 g 1\,7 oz) <br> <br> Fabriqué aux États-Unis.
P100109;fr;1743;;Atom - Nuage neuf multitâche\, l'Atom joue le rôle de sac de courrier\, de sac à dos et de bagage à main;Atom - Nuage neuf multitâche\, l'Atom joue le rôle de sac de courrier\, de sac à dos et de bagage à main; Sa forme en forme de larme fournit le soutien d'un sac à dos en positionnant la charge derrière votre épaule\, et la conception à sangle simple rend l'accès aux marchandises simple - il suffit de le faire tourner sur le devant. La grande poche principale zippée est dotée d'un filet intérieur zippé et de poches tissées extensibles. Une poche zippée pratique sur la bandoulière est doublée pour protéger les objets de valeur. La maille d'espacement tridimensionnelle respirante et absorbant l'humidité protège la bandoulière et le panneau arrière. Fabriqué en polyester entièrement recyclé de 150 deniers à double tissage avec un revêtement en polyuréthane et une finition DWR (hydrofuge durable). <br> <br> <b>Détails:</b> <ul> <li> Atom tourne autour de dos à la poitrine pour un accès facile </li> <li> La poche principale zippée a une poche intérieure en filet à fermeture éclair et des poches de rangement en tissu extensible </li> <li> Petite poche zippée pour les essentiels </li> <li> Poche zippée sur la bandoulière est doublé pour protéger le téléphone portable\, les lunettes de soleil\, etc. </li> <li> La forme de larme positionne le poids derrière l'épaule\, ce qui soulage le stress sur le cou et le dos </li> <li> Maille d'espacement 3D sur la bandoulière et le dos le panneau évacue l'humidité\, sèche rapidement et permet la circulation de l'air </li> <li> La ceinture sécurise le sac au torse </li> </ul> <br> <br> <b> Tissu: </b> 7.4-oz 150- denier 100% polyester entièrement recyclé. Doublure: 100% polyester\, 3\,3 oz\, 200 deniers. Les deux avec un revêtement en polyuréthane et une finition DWR (hydrofuge durable). Bandoulière: maille d'espacement 3-D 100% polyester <br> <br> <b> Poids: </b> (311 g 10\,8 oz) <br> <br> Fabriqué au Vietnam.
P100201;fr;1743;;Cardigan bébé micro d-luxe - Micro D-Luxe est un tissu doux céleste avec des applications terre-à-terre;Cardigan bébé micro d-luxe - Micro D-Luxe est un tissu doux céleste avec des applications terre-à-terre; Ce cardigan est fabriqué à partir d'un molleton microdenier 4\,6 oz 100% polyester (87% recyclé) à séchage rapide et léger\, léger et respirant pour pouvoir servir de couche supérieure ou intermédiaire. Un rabat coupe-vent soutient la fermeture à glissière sur le devant\, tandis que la capuche est dotée d'une garniture latérale élastique pour emmitoufler les bébés dans une chaleur profonde. Avec poches plaquées style coupe droite\, coudières de couleur assortie et poignets souples en même tissu. Recyclable grâce au programme de recyclage Common Threads. <br> <br> <b>Détails:</b> <ul> <li> Le molleton doux microdénier fabriqué à 87% de polyester recyclé est durable et sèche rapidement </ li > <li> La capuche reste sécurisée avec un élastique latéral couvert </li> <li> Bande intérieure à l'encolure pour une finition propre </li> <li> Poches plaquées chauffe-mains </li> <li> Zip frontal intégral soutenu par un rabat coupe-vent 
P100206;fr;1743;;Chapeau de seau de bébé - Ce chapeau continue quand le soleil se lève au-dessus de l'horizon et reste quand les gouttes de pluie commencent à tomber Il est fabriqué à partir d'un tissu en nylon Supplex ultra-durable à 4 plis de 4\,2 oz avec une finition DWR (hydrofuge durable) et s'inverse en une couleur unie contrastante ou une impression;Chapeau de seau de bébé - Ce chapeau continue quand le soleil se lève au-dessus de l'horizon et reste quand les gouttes de pluie commencent à tomber Il est fabriqué à partir d'un tissu en nylon Supplex ultra-durable à 4 plis de 4\,2 oz avec une finition DWR (hydrofuge durable) et s'inverse en une couleur unie contrastante ou une impression; Une jugulaire douce et repliable avec une fermeture auto-agrippante tient fermement sans frotter les jeunes mâchoires. Petits packs
P100213;fr;1743;;Haut de parasol pour bébé - Le tissu en polyester doux et extensible évacue rapidement la transpiration\, sèche rapidement et respirant <br> <br> <b>Détails:</b> <ul> <li> Les épaules recouvrent la silhouette </li> <li> Les poignets déroulants allongés permettent des poussées de croissance;;
P100301;fr;1743;;Short Baggies - Même Baggies\, notre short le plus populaire pour tout ou rien\, a parfois besoin d'une mise à jour;Short Baggies - Même Baggies\, notre short le plus populaire pour tout ou rien\, a parfois besoin d'une mise à jour; Cette saison\, nous avons augmenté la longueur de l'entrejambe. Leur coupe décontractée\, leur nylon hydrofuge à séchage rapide et leur ceinture élastiquée avec cordon de serrage interne restent les mêmes que jamais. Les autres caractéristiques comprennent une doublure en filet de polyester\, une poche arrière à bouton-pression et des poches avant (avec coins en filet auto-drainant) positionnées pour réduire la traînée dans l'eau. Entrejambe (taille M) est de 7. Recyclable grâce au programme de recyclage des fils communs. <br> <br> <b>Détails:</b> <ul> <li> Nylon à séchage rapide avec une finition DWR (hydrofuge durable) </li> <li> Ceinture élastique avec cordon de serrage interne
P100405;fr;1743;;Meilleur chandail jkt - Les nuits de juin campées dans le pays Navajo du Nouveau-Mexique sont étoilées et froides;Meilleur chandail jkt - Les nuits de juin campées dans le pays Navajo du Nouveau-Mexique sont étoilées et froides; Couchez-vous dans la polaire la plus douce que nous ayons filée à ce jour. Fabriqué en molleton de polyester à mailles hautes performances\, le Better Sweater est chaud comme de la laine et techniquement compétent. Le col montant a un garage à fermeture éclair et des poches chauffe-mains gardent vos doigts confortables. Recyclable grâce au programme de recyclage Common Threads. <br> <br> <b>Détails:</b> <ul> <li> Le molleton doux a une face en tricot\, un intérieur en molleton et des fils surteints chinés </li> <li > Col montant et zip intégral avec garage </li> <li> Manches raglan </li> <li> Poches chauffe-mains </li> </ul> <br> <br> <b> Tissu: </ b > 9\,5 oz 100% polyester avec extérieur en tricot et intérieur en polaire. Recyclable grâce au programme de recyclage des fils communs <br> <br> <b> Poids: </b> (577 g 20 oz) <br> <br> Fabriqué en Thaïlande.
P100403;fr;1743;;Short sans frontières - 7 po;Short sans frontières - 7 po; - L'un des cadeaux de l'été est la possibilité de traverser librement le pays alpin. Ce short vous permet de profiter au maximum de la saison. Ils sont fabriqués à partir d'un tissage doux et souple de 95% nylon (60% recyclé) et 5% élasthanne mini ripstop pour s'étirer avec des mouvements énergiques et respirer pour un flux d'air de refroidissement. Un entrejambe à soufflets permet une grande liberté de mouvement et une taille partiellement élastique maintient votre short collé sous la charge d'une ceinture de hanche. Deux poches avant inclinées assurent l'accessibilité sous un harnais
P100402;fr;1743;;Short sans bordure - 11 po;Short sans bordure - 11 po; - Avancez là où les autres grincent des dents. Nos shorts sans bordure sont faits pour faire levier dans les confins extérieurs d'un terrain sans nom. Ils ont un tissu léger et respirant qui mélange 95% de nylon (60% recyclé) avec 5% d'élasthanne mini ripstop pour résister aux effets des cheminées thrashy et fournir de l'élasticité pour le langage corporel des lieux. La finition DWR (hydrofuge durable) évacue l'eau
P100411;fr;1743;;Chapeau Bucket - En plus de ses prouesses de lancer de l'ombre\, le Bucket offre une couverture oculaire parfaite après un festival de tacos au poisson extra-large;Chapeau Bucket - En plus de ses prouesses de lancer de l'ombre\, le Bucket offre une couverture oculaire parfaite après un festival de tacos au poisson extra-large; Il est fabriqué en 100% nylon doux et à séchage rapide avec une finition imperméable pour repousser la pluie et les embruns. Le chapeau de seau présente une conception éprouvée avec une couronne linéaire\, un bord écrasable et des trous de ventilation pour empêcher votre noggin de durcir. Il se roule également dans sa propre poche intérieure. <br> <br> <b>Détails:</b> <ul> <li> Tissu léger\, à séchage rapide et facile d'entretien </li> <li> DWR (durable hydrofuge) la finition évacue la pluie et les embruns océaniques </li> <li> Le bord écrasable à 360 degrés offre une protection solaire complète </li> <li> Se roule dans sa poche intérieure </li> </ul> <br> < br> <b> Tissu: </b> 4\,2 oz 100% nylon avec finition DWR (hydrofuge durable) <br> <br> <b> Poids: </b> (63 g 2\,2 oz) <br> <br> Fabriqué en Chine.
P100505;fr;1743;;Boxer Cap 1 - En bivouac ou en assurage\, le boxer Capilene 1 moulant reste sec et confortable;Boxer Cap 1 - En bivouac ou en assurage\, le boxer Capilene 1 moulant reste sec et confortable; Fabriqué à 100% en polyester recyclé\, le sous-vêtement excelle à évacuer l'humidité et possède un contrôle naturel des odeurs Gladiodor pour le vêtement. La ceinture élastique apparente est brossée pour plus de douceur
P100436;fr;1743;;Culotte 1 - Le ski de printemps est aussi transitoire que le vent;Culotte 1 - Le ski de printemps est aussi transitoire que le vent; Déplacez-vous rapidement\, déplacez la lumière et restez au sec avec notre couche de base de performance Capilene la plus légère. Ces bas évacuent la transpiration\, respirent et sèchent rapidement. Sous une coque\, ils isolent sans surchauffer. La ceinture est brossée pour plus de douceur\, les coutures intérieures sont avancées pour éviter les frottements et un entrejambe à soufflets améliore la mobilité. Avec une braguette fonctionnelle. Fabriqué en polyester 100% entièrement recyclé de 3\,7 oz\, avec contrôle naturel des odeurs Gladiodor pour le vêtement et protection solaire 15 UPF. Recyclable grâce au programme de recyclage des fils communs. <br> <br> <b>Détails :</b> <ul> <li> Le Capilene 1 soyeux et doux est le plus léger de nos tissus techniques de base </li> <li> Fast- séchant\, hautement respirant et élégant\, il offre une protection solaire 15 UPF et peut être porté seul ou sous des couches par temps froid </li> <li> La ceinture élastique est brossée pour une douceur à même la peau </li> <li> Braguette rationalisée et fonctionnelle </li> <li> Les coutures intérieures sont avancées pour éviter les frottements </li> </ul> <br> <br> <b> Tissu: </b> 3\,7 oz 100% recyclé polyester avec contrôle naturel des odeurs Gladiodor pour le vêtement et protection solaire 15 UPF. Recyclable grâce au programme de recyclage des fils communs <br> <br> <b> Poids: </b> (158 g 5\,5 oz) <br> <br> Fabriqué aux États-Unis.
P100515;fr;1743;;T-shirt graphique Cap 1 - Ce t-shirt est fabriqué à partir de notre tissu Capilene le plus léger pour atteindre un équilibre harmonieux entre la capacité technique et les prouesses plus lâches;T-shirt graphique Cap 1 - Ce t-shirt est fabriqué à partir de notre tissu Capilene le plus léger pour atteindre un équilibre harmonieux entre la capacité technique et les prouesses plus lâches; Conçu pour un confort sec et frais et une protection solaire\, il est très respirant et sèche rapidement et a une sensation soyeuse. Avec un col en tricot côtelé doux contre la peau\, des manches raglan qui réduisent les frottements sous les sacs et une longueur repliable. Les graphismes sublimés n'entraveront pas la respirabilité. Fabriqué en polyester 100% entièrement recyclé de 3\,7 oz avec contrôle naturel des odeurs Gladiodor pour le vêtement et protection solaire 15 UPF. Recyclable grâce au programme de recyclage des fils communs. <br> <br> <b>Détails :</b> <ul> <li> Le Capilene 1 soyeux et doux est le plus léger de nos tissus techniques de base </li> <li> Fast- séchant\, hautement respirant et élégant\, il offre une protection solaire 15 UPF et peut être porté seul ou sous des couches par temps froid </li> <li> Le col en tricot côtelé est doux contre la peau </li> <li > Les éléments graphiques sublimés dans le tissu n'entraveront pas la respirabilité ni les performances d'évacuation de la transpiration </li> <li> Manches à enfiler </li> <li> Coupe assez longue pour rentrer </li> </ul> <br> <br> <b> Tissu: </b> 3\,7 oz 100% polyester recyclé avec contrôle naturel des odeurs Gladiodor pour le vêtement et protection solaire 15 UPF. Recyclable grâce au programme de recyclage des fils communs <br> <br> <b> Poids: </b> (132 g 4\,6 oz) <br> <br> Fabriqué aux États-Unis.
P100701;fr;1743;;T-shirt Cap 1 - De style minimaliste mais techniquement évolué pour punir les étendues de pays chauds\, notre T-shirt soyeux et ultra-respirant Capilene 1 est rapide à sécher et à sécher rapidement;T-shirt Cap 1 - De style minimaliste mais techniquement évolué pour punir les étendues de pays chauds\, notre T-shirt soyeux et ultra-respirant Capilene 1 est rapide à sécher et à sécher rapidement; Le col en tricot côtelé est doux contre la peau et l'ourlet généreux est assez long pour rentrer. Fabriqué en polyester 100% entièrement recyclé de 3\,7 oz\, avec un contrôle naturel des odeurs Gladiodor pour le vêtement et une protection solaire 15 UPF. Recyclable grâce au programme de recyclage des fils communs. <br> <br> <b>Détails:</b> <ul> <li> Le Capilene 1 soyeux et doux est le plus léger de nos tissus techniques de base </li> <li> Fast- séchant\, hautement respirant et élégant\, il offre une protection solaire 15 UPF et peut être porté seul ou sous des couches par temps froid </li> <li> Le col en tricot côtelé est doux contre la peau </li> <li > Manches montées </li> <li> Coupe assez longue pour rentrer </li> </ul> <br> <br> <b> Tissu: </b> 3\,7 oz 100% polyester recyclé avec Gladiodor contrôle naturel des odeurs pour le vêtement et protection solaire 15 UPF. Recyclable grâce au programme de recyclage des fils communs <br> <br> <b> Poids: </b> 130 g (4\,6 oz) <br> <br> Fabriqué aux États-Unis.
P100702;fr;1743;;T-shirt Cap 2 - Celui-ci se délecte des jamborees de transpiration des montées\, des courses de crête et des singletrack du désert sous un soleil résolu;T-shirt Cap 2 - Celui-ci se délecte des jamborees de transpiration des montées\, des courses de crête et des singletrack du désert sous un soleil résolu; Fabriqué à partir du séchage le plus rapide de nos tissus de base de performance\, il a un tricot ouvert qui invite à la circulation de l'air et offre une excellente évacuation de la transpiration et une respirabilité exceptionnelle. Lorsqu'il est porté sous des couches\, il est également suffisamment isolant pour les jours froids. Le cou auto-liant est souple et doux
P100709;fr;1743;;Cap 2 zip neck - Conçu pour les activités humides puis froides comme le ski hors-piste\, l'escalade alpine et le trekking en montagne\, notre sous-vêtement de performance à séchage le plus rapide vous gardera au frais pendant les activités d'endurance par temps chaud\, mais isole également lorsque le ciel devient sombre;Cap 2 zip neck - Conçu pour les activités humides puis froides comme le ski hors-piste\, l'escalade alpine et le trekking en montagne\, notre sous-vêtement de performance à séchage le plus rapide vous gardera au frais pendant les activités d'endurance par temps chaud\, mais isole également lorsque le ciel devient sombre; Son tricot ouvert invite à la circulation de l'air et offre une excellente évacuation de la transpiration et une respirabilité exceptionnelle. Un rabat coupe-vent soutient la fermeture à glissière et les manches raglan éliminent les frottements sous les sangles du sac. Les panneaux latéraux plats se fondent avec des coutures plates et décalées pour un confort sans frottement. Fabriqué à partir de 4 oz 100% polyester (54% recyclé) avec contrôle naturel des odeurs Gladiodor pour le vêtement. Recyclable grâce au programme de recyclage Common Threads. <br> <br> <b>Détails:</b> <ul> <li> Le tissu Capilene 2 a un tricot ouvert qui invite le flux d'air et fournit une excellente évacuation de l'humidité pour les activités d'endurance dans des températures chaudes à modérées </li> <li> Séchage le plus rapide de nos tissus Capilene\, il isole suffisamment pour une utilisation par temps froid et peut être porté sous d'autres couches </li> <li> Le col zippé pour un contrôle climatique facile est soutenu par un rabat anti-vent et garage à fermeture à glissière </li> <li> Les manches raglan et les panneaux sous les bras se confondent avec les bretelles du pack </li> <li> Les empiècements plats à nervures sous les bras et les côtés sont exceptionnellement respirants\, sèchent rapidement et éliminent la couture des aisselles frottement </li> </ul> <br> <br> <b> Tissu: </b> 4 oz 100% polyester (54% recyclé) avec contrôle naturel des odeurs Gladiodor pour le vêtement. Recyclable grâce au programme de recyclage des fils communs <br> <br> <b> Poids: </b> (175 g 6\,1 oz) <br> <br> Fabriqué au Mexique.
P100801;nl;1743;;Cap 4 bodems - Voor lijders zoals de Grand in januari\, zal een paar van deze warme bodems een positieve kant toevoegen aan je verdriet;Cap 4 bodems - Voor lijders zoals de Grand in januari\, zal een paar van deze warme bodems een positieve kant toevoegen aan je verdriet; Onze warmste synthetische basislaag\, Capilene 4-stof is rekbaar en samendrukbaar. De gladde jersey buitenkant glijdt gemakkelijk onder de lagen en het gezellige interne raster vangt warmte op\, voert vocht af en is zeer ademend. Met een geborstelde elastische tailleband die zacht is tegen de huid. Gemaakt van 5\,3 oz Polartec Power Dry 93% polyester (50% gerecycled) / 7% spandex\, met Gladiodor natuurlijke geurcontrole voor het kledingstuk. Recyclebaar via het Common Threads Recycling-programma. <br> <br> <b>Details :</b> <ul> <li> Onze warmste basislaag\, Capilene 4 biedt stretch\, groot ademend vermogen en samendrukbaarheid </li> <li> Binnenrooster absorbeert vocht\, versiert bulk en zorgt voor warmte </li> <li> Gladde jersey gezicht glijdt gemakkelijk onder de lagen </li> <li> Constructie met 4 panelen\, aantrekkous </li> <li> Elastische tailleband is geborsteld voor zachtheid op de huid </li> </ul> <br> <br> <b> Stof: </b> 5.3-oz Polartec Power Dry 93% polyester (50% gerecycled) / 7% spandex\, met Gladiodor natuurlijke geurbestrijding voor het kledingstuk. Recyclebaar via het Common Threads Recycling-programma <br> <br> <b> Gewicht: </b> (187 g 6.5 oz) <br> <br> Gemaakt in Costa Rica.
P100715;nl;1743;;City by the sea-t-shirt - Ter illustratie van de renaissance van het op zee geïnspireerde gemeenschapsleven siert het werk van kunstenaar Geoff McFetridge het City-By-The-Sea T-shirt;City by the sea-t-shirt - Ter illustratie van de renaissance van het op zee geïnspireerde gemeenschapsleven siert het werk van kunstenaar Geoff McFetridge het City-By-The-Sea T-shirt; Lichtgewicht\, 100% biologisch katoen is ringgesponnen voor zachtheid. Getapete schoudernaden voorkomen schuren. PVC- en ftalaatvrije inkten zijn gemakkelijker voor het milieu. De tee is recyclebaar via het Common Threads Recycling-programma. <br> <br> <b>Details :</b> <ul> <li> Ringspun garens voor een zachtere hand </li> <li> Getapete schoudernaden </ li> <li> Zeefdrukinkten zijn PVC- en ftalaatvrij </li> </ul> <br> <br> <b> Stof: </b> 100% biologisch katoen van 4\,4 oz. Recyclebaar via het Common Threads Recycling-programma <br> <br> <b> Gewicht: </b> (150 g 5\,2 oz) <br> <br> Gemaakt in de VS.
P100710;fr;1743;;Cap 3 zip neck - Capilene 3 offre une excellente isolation et un confort au contact de la peau pour les activités d'endurance par temps froid à froid;Cap 3 zip neck - Capilene 3 offre une excellente isolation et un confort au contact de la peau pour les activités d'endurance par temps froid à froid; Sa construction intérieure en nid d'abeilles dense est brossée pour la chaleur\, la douceur et la compressibilité\, et un extérieur en jersey lisse glisse facilement sous les couches. Les manches raglan et le panneau d'épaule d'une seule pièce se confondent avec les bretelles. Les coutures sont enroulées vers l'avant et les panneaux latéraux sont décalés pour éliminer le frottement. Le col zippé\, soutenu par un rabat de tirage et un garage à fermeture éclair\, facilite le contrôle du climat. Fabriqué à partir de 4\,8 oz 100% polyester (64% recyclé) avec contrôle naturel des odeurs Gladiodor pour le vêtement. Recyclable grâce au programme de recyclage des fils communs. <br> <br> <b>Détails:</b> <ul> <li> Capilene 3\, qui absorbe le plus rapidement nos tissus de base\, présente une construction intérieure en nid d'abeille dense </li> <li> Le tissu à côté de la peau est brossé pour plus de chaleur\, de douceur et de compressibilité\, tout en offrant une excellente isolation et respirabilité </li> <li> L'extérieur en jersey lisse glisse facilement sous les couches </li> <li> Col zippé pour un contrôle climatique aisé est soutenu par un rabat et une fermeture à glissière. </li> <li> Les manches raglan et le panneau d'épaule en une seule pièce se confondent avec les bretelles du pack </li> <li> Les coutures latérales sont enroulées vers l'avant pour plus de confort sous la ceinture de hanche </ li> </ul> <br> <br> <b> Tissu: </b> 4\,8 oz 100% polyester (64% recyclé) avec contrôle naturel des odeurs Gladiodor pour le vêtement. Recyclable grâce au programme de recyclage des fils communs <br> <br> <b> Poids: </b> 221 g (7\,8 oz) <br> <br> Fabriqué au Costa Rica.
P100720;nl;1743;;Samengestelde cargobroek - lang - De ultieme allesbroek\, gebouwd om dagelijks misbruik te weerstaan;Samengestelde cargobroek - lang - De ultieme allesbroek\, gebouwd om dagelijks misbruik te weerstaan; Met cargozakken gemodelleerd naar vintage legerblokken\, zijn onze Compound Cargos perfect voor het beklimmen van het parcours met een berg klimschoenen\, multitools\, reserve vinnen\, wax\, droge salami en een oneven blikje bier. Extra zakken omvatten twee royale voorste drop-in en twee achter met verborgen knoop-klep sluitingen. Gemaakt van taai ripstop van biologisch katoen van 5\,5 oz dat de scheursterkte heeft van standaard 8 oz-materiaal\, ze zijn winterhard maar licht en klaar voor actie. Binnenbeenlengte (maat 32): kort\, 30
P100800;nl;1743;;Samengestelde cargobroek - reg - De ultieme allesbroek\, gebouwd om dagelijks misbruik te weerstaan;Samengestelde cargobroek - reg - De ultieme allesbroek\, gebouwd om dagelijks misbruik te weerstaan; Met cargozakken gemodelleerd naar vintage legerblokken\, zijn onze Compound Cargos perfect voor het beklimmen van het parcours met een berg klimschoenen\, multitools\, reserve vinnen\, wax\, droge salami en een oneven blikje bier. Extra zakken omvatten twee royale voorste drop-in en twee achter met verborgen knoop-klep sluitingen. Gemaakt van taai ripstop van biologisch katoen van 5\,5 oz dat de scheursterkte heeft van standaard 8 oz-materiaal\, ze zijn winterhard maar licht en klaar voor actie. Binnenbeenlengte (maat 32): kort\, 30
P100900;nl;1743;;Continentale shorts - kreukbestendige reisshorts die doen wat een geweldig kledingstuk van berg tot museum moet: vochtafvoer\, droog snel en ziet er scherp uit na opeenvolgende dagen van gebruik;Continentale shorts - kreukbestendige reisshorts die doen wat een geweldig kledingstuk van berg tot museum moet: vochtafvoer\, droog snel en ziet er scherp uit na opeenvolgende dagen van gebruik; De Continentals gebruiken onze klassieke Guide-stof - een sterke\, wendbare mix van 53% polyester en 47% nylon met een DWR-afwerking (duurzaam waterafstotend). Details omvatten drop-in voorvakken en twee cargo- en twee achterzakken (elk met een ritssluiting en een klittenbandsluiting). Normale pasvorm
P110211;nl;1743;;Katoenen boardshort - Een klassieker in stof en vorm\, het geborstelde canvas van 100% biologisch katoen van deze boardshort biedt lichtgewicht duurzaamheid in en uit het water\, met een patroon geïnspireerd op rietveldwerkshirts uit het plantage-tijdperk;Katoenen boardshort - Een klassieker in stof en vorm\, het geborstelde canvas van 100% biologisch katoen van deze boardshort biedt lichtgewicht duurzaamheid in en uit het water\, met een patroon geïnspireerd op rietveldwerkshirts uit het plantage-tijdperk; De tailleband van dezelfde stof en de platte gulp met 2 knopen zijn netjes gestyled en de opgestikte opgestikte zak met metalen knoopsluiting heeft dubbel gestikte naden. Binnenbeenlengte (maat 32) is 10
P110405;nl;1743;;Crosstown - Crosstown of cross-country\, deze volledig functionele forensrugzak zorgt ervoor dat je leven georganiseerd blijft\, of je nu op kantoor bent\, steil en smal wandelt\, of ergens in het internationale woon-werkverkeer;Crosstown - Crosstown of cross-country\, deze volledig functionele forensrugzak zorgt ervoor dat je leven georganiseerd blijft\, of je nu op kantoor bent\, steil en smal wandelt\, of ergens in het internationale woon-werkverkeer; In het hoofdcompartiment met ritssluiting zit een gepolijste\, zelfstellende\, gewatteerde laptophoes voor een laptop van 15 tot 17. Een secundair compartiment met ritssluiting opent naar een draagbaar kantoororganisatorsysteem. Met een vangvanger aan de voorkant (met verborgen ritssluiting) die gemakkelijke toegang tot documenten biedt
P110310;nl;1743;;Diep wadende jkt - Of je nu op Olympic Peninsula Chrome jaagt of naar stripers reikt na de pauze\, soms moet je gewoon erin springen en diep gaan;Diep wadende jkt - Of je nu op Olympic Peninsula Chrome jaagt of naar stripers reikt na de pauze\, soms moet je gewoon erin springen en diep gaan; Deze ultralichte jas is boven de taille uitgesneden voor serieus waden. Het minimalistische ontwerp heeft alles wat je nodig hebt van een waterdichte / ademende visschelp (en niets meer). Naast een volledig zichtbare capuchon\, omgekeerde StretchCoat-manchetten en ruime vliegenzakken met rits\, beschikt hij nu over met fleece gevoerde handwarmerzakken. Gemaakt van een sterk 2\,5-laags ripstop nylon met een waterdichte / ademende H2No barrière. Onze kortste visjas\, de Deep Wading\, heeft ook een ontspannen pasvorm voor lagen en een geladen vest. <br> <br> <b> Details :</b> <ul> <li> 2\,5-laags scheurbestendig nylon met een Deluge DWR-afwerking (duurzaam waterafstotend)\, waterdichte / ademende H2No-barrière en afgedichte naden is in te pakken en licht van gewicht
P110801;nl;1743;;Donzen sweatervest - Het is onmogelijk om te verwarren met de sweatervesten die op golfbanen en bingosalons te vinden zijn\, zit vol met ultra-geroosterde 800-vulling die warmte vasthoudt in alpine omstandigheden;Donzen sweatervest - Het is onmogelijk om te verwarren met de sweatervesten die op golfbanen en bingosalons te vinden zijn\, zit vol met ultra-geroosterde 800-vulling die warmte vasthoudt in alpine omstandigheden; Het heeft een minimalistisch ontwerp dat praktisch zweeft en is zo compact dat het in zijn eigen stretch-mesh binnenzak (met een karabijnhaak clip-in lus) stopt. De innovatieve\, superlichte 100% volledig gerecyclede polyester schaal (1\,4 oz 22-denier) met een DWR (duurzame waterafstotende) afwerking biedt wind- en waterbescherming en een hoge scheursterkte
P200016;nl;1743;;Dragoons t-shirt - Deze dragoons hebben hun wapens laten vallen ten gunste van big wave guns;Dragoons t-shirt - Deze dragoons hebben hun wapens laten vallen ten gunste van big wave guns; Het werk van kunstenaar Geoff McFetridge creëert een vredige pijlkoker op het Dragoons T-shirt. Het T-shirt is gemaakt van 100% biologisch katoen
P100202;fr;1743;;Pantalon de canard - long - Usure essentielle pour fendre des bûches\, enfoncer des ongles ou appliquer un peu plus de chewing-gum sur la fissure du joint en U;Pantalon de canard - long - Usure essentielle pour fendre des bûches\, enfoncer des ongles ou appliquer un peu plus de chewing-gum sur la fissure du joint en U; Nos articles classiques sont offerts dans une toile de coton biologique de 8 onces\, substantielle mais légère et souple. Avec un style dicté par la fonction\, ils ont un devant plat\, des poches avant obliques à ouverture latérale et des poches arrière passepoilées boutonnées. Lavé aux vêtements. Entrejambe (taille 32) est de 32 pour la version régulière
P100203;fr;1743;;Sweat Elias fz - Propre comme un séparateur Wingate;Sweat Elias fz - Propre comme un séparateur Wingate; Notre Elias est fabriqué à partir d'un mélange accueillant de 95% coton biologique et 5% élasthanne dans une coupe athlétique d'escalade. Les poches montent au-dessus de votre harnais et le col montant ajoute une barrière coupe-vent pour réchauffer une séance de début de saison. L'avant entièrement zippé facilite l'enfilage et le retrait entre les tours. Recyclable grâce au programme de recyclage Common Threads. <br> <br> <b>Détails:</b> <ul> <li> La polaire Ultrasoft 95% coton biologique contient 5% de spandex pour l'élasticité </li> <li> Full- zip avec poches chauffe-mains </li> </ul> <br> <br> <b> Tissu: </b> molleton 95% coton biologique 7\,6 oz / 5% élasthanne. Recyclable grâce au programme de recyclage des fils communs <br> <br> <b> Poids: </b> 447 g (15\,8 oz) <br> <br> Fabriqué en Turquie.
P100205;fr;1743;;Sweat Elias - La garde-robe complète du dirtbagger - portez-le en bloc\, en travaillant la ligne lâche et en installant un bivouac hors de vue des yeux du ranger;Sweat Elias - La garde-robe complète du dirtbagger - portez-le en bloc\, en travaillant la ligne lâche et en installant un bivouac hors de vue des yeux du ranger; Il a un mélange hospitalier de 95% coton biologique avec 5% élasthanne pour une souplesse lors des mouvements dynamiques. Lorsque les nuages deviennent inquiétants\, jetez la hotte à 4 panneaux pour sceller votre chaleur
